Start Time,Stop Time,Duration,Type,MP3 File,Transcript File,Transcript,Summary
1554.0,1720.0,166.0,music,music_output_segment_137.mp3,music_1553.txt,"/ 어
  어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어 어
  어 어 어 어 어
  어 어 어 어 어 어
  어 어 어 어 어 어 어 어 어 어 어 어 어","- 분류: 안됨
- 제품:
- 회사:"
1720.0,1724.4,4.4,music,music_output_segment_138.mp3,music_1719.txt,/ 오오오,"- 분류: 안됨
- 제품:
- 회사:"
1724.4,1745.8,21.4,music,music_output_segment_139.mp3,music_1724.txt,"/ 악보 찾으려면 어디로 가야되지?
  악보 부터 받아 여기는 악보받아
  악보 찾다 열 받아 컴다운 악보받아
  퀄리티가 달라 여기는 악보받아
  Come on yo 악보받아
  세상 모든 악보 온라인 도 모바일 도
  여기서 탁 다운 바다 뮤직 디자이너 악보받아","- 분류: 광고
- 제품: 악보
- 회사: 뮤직 디자이너"
1745.8,1751.8,6.1,music; speech,speech_output_segment_140.mp3; music_output_segment_141.mp3,music_1749.txt; speech_1745.txt,"/ 지키고 싶은 연인, 가족, 우리 아이 / 건강, 농어.","- 분류: 안됨
- 제품: 
- 회사:"
1751.8,1765.1,13.3,speech,speech_output_segment_142.mp3,speech_1751.txt,"/ 그리고 지구를 위해 나와 지구 우리 모두를 지키는 방법
  커져라 친환경 농산물
  지구를 지키는 농부와 친환경 농산물 자조금 관리위원회가 함께합니다","- 분류: 광고
- 제품: 친환경 농산물
- 회사: 친환경 농산물 자조금 관리위원회"
1765.1,1785.3,20.2,music,music_output_segment_143.mp3,music_1765.txt,"/ 코딩을 배우고 싶어 로봐로봐로 와
  로봐로봐로와 코딩을 배워
  로봐로봐로와 샤구력 키워
  로봐로봐로와 놀리며 깨워
  로봐로봐로봐로봐로봐로
  미래를 준비하는 코딩교육전문가
  로봐로봐로","- 분류: 광고
- 제품: 코딩 교육
- 회사: 로봐로봐로"
1785.3,1805.3,20.1,speech,speech_output_segment_144.mp3,speech_1785.txt,"/ 모바일이 복잡해. 다 거기서 거기 아니야? 찾았다.
  판총물 최적가 보장제 최적가는 기본 다양한 디자인 안심 스케줄까지 기프트 인포는 차원이 다르다.
  판총물 초격사선원 기프트 인포. 거 봐 다 있다니까. 진짜? 궁금하면 기프트 인포.","- 분류: 광고
- 제품: 판총물
- 회사: 기프트 인포"
1805.3,1809.4,4.1,music,music_output_segment_145.mp3,music_1805.txt,/ 오늘도 영상 보시고 감사합니다.,"- 분류: 아님
- 제품: 
- 회사:"
1809.4,1815.3,6.0,music,music_output_segment_146.mp3,music_1809.txt,/,"- 분류: 안됨
- 제품:
- 회사:"
1815.3,1871.1,55.8,speech,speech_output_segment_147.mp3,speech_1815.txt,"/ 오늘도 당신편 MBCFM4U 날씨와 생활입니다.
  내일도 서쪽 지방에는 비나 눈이 내리겠습니다.
  눈은 최대 5cm, 비는 5mm 안팎으로 예상되는데요.
  내리는 양은 적지만 기온이 낮기 때문에 도로에 얼어붙을 수 있어서
  교통안전에 각별한 조회가 필요합니다.
  동해안에는 다시 건조한 바람이 유입되고 있습니다.
  연일 메마른 날씨가 이어지고 있는데
  서울 동북권과 일부 경기지역, 경남 창원에도
  어제 오전에에 건조주의보가 추가로 발효됐습니다.
  화요일까지는 이맘때 초겨울 날씨가 이어지겠고요.
  수요일에는 서울의 아침 기온이 영하 7도까지 떨어지면서
  올겨울들어 가장 춥겠습니다.
  중근일 고속도로 창원 방향으로 여주분기점에서 감고까지는
  10km 구간에서 재속도로 무내고 있습니다.
  김유정입니다.
  오늘도 당신편 MBCFM4U 날씨와 생활이었습니다.","- 분류: 아님
- 제품:
- 회사: MBCFM4U"
1871.1,1877.5,6.4,music,music_output_segment_148.mp3,music_1871.txt,/,"- 분류: 안됨
- 제품:
- 회사:"
1877.5,1896.3,18.8,music,music_output_segment_149.mp3,music_1877.txt,/ 구독 부탁드려요,"- 분류: 아님
- 제품: 
- 회사:"
1896.3,1897.9,1.6,speech,speech_output_segment_150.mp3,speech_1896.txt,/ I can wait for...,"- 분류: 안됨
- 제품:
- 회사:"
1897.9,2154.7,256.8,music,music_output_segment_151.mp3,music_1897.txt,"/ 오늘의 주인공은
  롤러스의 롤러스
  롤러스의 롤러스의 롤러스
  롤러스의 롤러스
  롤러스의 롤러스
  롤러스의 롤러스
  롤러스의 롤러스
  롤러스, 롤러랑
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 to be a
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  그녀를 향해
  No more lonely nights
  You're my guiding light
  Day or night I'm always there
  And I won't go away until you tell me so
  No I'll never go away
  And I won't go away until you tell me so
  No I'll never go away
  No more lonely nights
  You're my guiding light
  Day or night I'm always there
  And I won't go away until you tell me so
  No I'll never go away
  And I won't go away until you tell me so
  No I'll never go away
  I'll never go away
  I'll never go away","- 분류: 아님
- 제품:
- 회사:"
2154.7,2157.6,2.9,music; speech,speech_output_segment_152.mp3; music_output_segment_153.mp3,speech_2154.txt; music_2156.txt,/ 홀 맥아트네 /,"- 분류: 안됨
- 제품:
- 회사:"
2157.6,2162.9,5.3,speech,speech_output_segment_154.mp3,speech_2157.txt,"/ 노모로니 나이트 들었습니다
  근데 이영님은 사실 따지고 보면 이렇게","- 분류: 안됨
- 제품:
- 회사:"
2162.9,2169.2,6.3,speech,speech_output_segment_156.mp3; speech_output_segment_155.mp3,speech_2165.txt; speech_2162.txt,/ 외로운 밤이 거의 없었어요. / 그 결혼도 일찍 하셔가지고,"- 분류: 안됨
- 제품:
- 회사:"
2169.2,2177.0,7.8,speech,speech_output_segment_158.mp3; speech_output_segment_157.mp3,speech_2173.txt; speech_2169.txt,/ 그 린더메카튼이 린더 이스트 많이 였거든요 / 부자칩 딸이죠,"- 분류: 안됨
- 제품:
- 회사:"
2177.0,2185.2,8.2,speech,speech_output_segment_159.mp3; speech_output_segment_160.mp3,speech_2181.txt; speech_2176.txt,/ 그분하고 그렇게 사이가 좋았잖아요 그래서 탄동한 / 포렌 닌다맥 같은이 그래가지고 공연도 함께 다니고,"- 분류: 안됨
- 제품: 
- 회사:"
2185.2,2187.4,2.2,speech,speech_output_segment_161.mp3,speech_2185.txt,/ 어 음반도 내고,"- 분류: 안됨
- 제품:
- 회사:"
2187.4,2193.8,6.4,speech,speech_output_segment_162.mp3,speech_2187.txt,/ 그리고 린다 맥아턴이 사망한 뒤에 또 얼마 안 지나지 않아서 바로,"- 분류: 안됨
- 제품:
- 회사:"
2193.8,2195.0,1.2,speech,speech_output_segment_163.mp3,speech_2193.txt,/ 재혼하시고,"- 분류: 안됨
- 제품:
- 회사:"
2195.0,2200.4,5.3,speech,speech_output_segment_164.mp3,speech_2195.txt,/ 그렇게 뭐 외로운 마음은.. 지금 요즘 남미..,"- 분류: 안됨
- 제품: 
- 회사:"
2200.4,2206.5,6.1,speech,speech_output_segment_167.mp3; speech_output_segment_165.mp3; speech_output_segment_166.mp3,speech_2200.txt; speech_2204.txt; speech_2205.txt,/ 에서 공연하고 계시는데 퍼롤맥 같은이 / 구독 부탁드립니다! / 론니 나이스,"- 분류: 안됨
- 제품:
- 회사:"
2206.5,2211.6,5.1,speech,speech_output_segment_168.mp3; speech_output_segment_169.mp3,speech_2209.txt; speech_2206.txt,/ 아 그 다짐을 얘기한.. / 난 외로움밤은,"- 분류: 아님
- 제품: 
- 회사:"
2211.6,2217.8,6.2,speech,speech_output_segment_170.mp3; speech_output_segment_171.mp3,speech_2211.txt; speech_2213.txt,/ 나의 사전은 없어 뭐 이런 걸로 / 임현웅 씨가 정해주셨습니다 고맙습니다.,"- 분류: 아님
- 제품:
- 회사:"
2217.8,2223.5,5.7,speech,speech_output_segment_173.mp3; speech_output_segment_172.mp3,speech_2217.txt; speech_2221.txt,"/ 5, 8, 3, 4번이에요 / 사랑하는 아내","- 분류: 아님
- 제품: 
- 회사:"
2223.5,2229.9,6.4,speech,speech_output_segment_175.mp3; speech_output_segment_174.mp3,speech_2223.txt; speech_2227.txt,/ 와의 결혼기점 1입니다 / 오늘 데이트하고 돌아가는 길에,"- 분류: 아님
- 제품: 
- 회사:"
2229.9,2237.3,7.4,speech,speech_output_segment_176.mp3; speech_output_segment_177.mp3; speech_output_segment_178.mp3,speech_2229.txt; speech_2234.txt; speech_2231.txt,/ 백헴드리면서 가고 있어요 / 아 저희 결혼식 / 입장곡입니다. 이걸 부탁드릴게요.,"- 분류: 아님
- 제품:
- 회사:"
2237.3,2242.8,5.5,speech,speech_output_segment_179.mp3; speech_output_segment_180.mp3,speech_2237.txt; speech_2241.txt,"/ 음...
  아, 좋은 곡이죠. / 웨트 웨트 웨트","- 분류: 아님
- 제품:
- 회사:"
2242.8,2245.5,2.6,speech,speech_output_segment_181.mp3,speech_2242.txt,/ Love is all around,"- 분류: 아님
- 제품:
- 회사:"
2245.5,2692.7,447.2,music,music_output_segment_182.mp3,music_2245.txt,"/ 군단
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 a 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 오
  Everywhere I go
  Yeah
  So if you really love me, love me, love me
  Come on, I'll let it show
  Come on, I'll let it show
  Come on, I'll let it show
  Come on, I'll let it show
  Come on, I'll let it show
  Come on, I'll let it show
  Sorry, seems to be the hardest one
  What I gotta do to make you love me
  What I gotta do to make you care
  What do I do when lightning strikes me
  And I wait to find that you're not there
  What I gotta do to make you want me
  What I gotta do to be hurt
  What do I say when it's all over
  Sorry, seems to be the hardest word
  It's sad, so sad
  It's a sad, sad situation
  And it's getting more and more absurd
  It's sad, so sad
  Why can't we talk it over
  It always seems to me
  The sorry seems to be the hardest word
  What do I do to make you want me
  What I gotta do to be hurt
  What do I say when it's all over
  Sorry, seems to be the hardest word
  It's sad, so sad
  It's a sad, sad situation
  And it's getting more and more absurd
  It's sad, so sad
  Why can't we talk it over
  It always seems to me
  The sorry seems to be the hardest word
  What do I say when it's all over
  Sorry, seems to be the hardest word
  What do I say when it's all over
  Sorry, seems to be the hardest word
  What do I do to make you love me
  What I gotta do to be hurt
  What do I do when lightning strikes me
  What have I gotta do
  What have I gotta do
  When sorry seems to be the hardest word","- 분류: 아님
- 제품:
- 회사:"
2692.7,2698.4,5.8,speech,speech_output_segment_184.mp3; speech_output_segment_183.mp3,speech_2697.txt; speech_2692.txt,"/ ē
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI
  AI / 그다","- 분류: 안됨
- 제품:
- 회사:"
2698.4,2704.9,6.4,speech,speech_output_segment_185.mp3; speech_output_segment_186.mp3; speech_output_segment_187.mp3,speech_2698.txt; speech_2699.txt; speech_2701.txt,/ 블루 / 비추링 엘튼정. / 291-208-705,"- 분류: 광고
- 제품: 비추링 엘튼정
- 회사: 블루"
2704.9,2710.5,5.6,speech,speech_output_segment_188.mp3; speech_output_segment_189.mp3,speech_2707.txt; speech_2704.txt,"/ 미안하다는 말을 / 잘, 잘해야 돼요","- 분류: 아님
- 제품: 없음
- 회사: 없음"
2710.5,2716.6,6.1,speech,speech_output_segment_191.mp3; speech_output_segment_190.mp3,speech_2710.txt; speech_2713.txt,/ 이게 이렇게 어려운 말이 돼서는 안 돼요 / 늘 사과해야죠,"- 분류: 아님
- 제품:
- 회사:"
2716.6,2721.7,5.1,speech,speech_output_segment_193.mp3; speech_output_segment_192.mp3,speech_2718.txt; speech_2716.txt,"/ 잘못했으면 사과해줘. / 어이구, 야","- 분류: 아님
- 제품: 
- 회사:"
2721.7,2727.3,5.7,speech,speech_output_segment_194.mp3,speech_2721.txt,/ 앞에 들으시는 만큼 웹 웹 웹의 Love is all around 였구요.,"- 분류: 아님
- 제품: 없음
- 회사: 없음"
2727.3,2736.6,9.2,speech,speech_output_segment_197.mp3; speech_output_segment_195.mp3; speech_output_segment_196.mp3,speech_2729.txt; speech_2731.txt; speech_2727.txt,"/ 3, 5, 3, 8번 /  / 춘천으로 놀러 왔다가 집에 가는 길에 듣고 있어요","- 분류: 아님
- 제품: 
- 회사:"
2736.6,2743.8,7.2,speech,speech_output_segment_200.mp3; speech_output_segment_199.mp3; speech_output_segment_198.mp3,speech_2736.txt; speech_2740.txt; speech_2739.txt,/ 잘하셨습니다 /  / 진짜 영원없는..,"- 분류: 안됨
- 제품:
- 회사:"
2743.8,2752.0,8.2,speech,speech_output_segment_201.mp3,speech_2743.txt,/ 멘트 아니에요? 잘하셨습니다. 라디오 듣다 보면 이런 영혼 없는 멘트를 하루에도 한 200번씩 들을 수 있습니다.,"- 분류: 아님
- 제품: 
- 회사:"
2752.0,2759.3,7.3,speech,speech_output_segment_203.mp3; speech_output_segment_202.mp3,speech_2751.txt; speech_2754.txt,"/ 아...
  근데 저는 그래서... / 그런 멘트를 정말 안 하려고 노력하는데","- 분류: 안됨
- 제품:
- 회사:"
2759.3,2764.6,5.3,speech,speech_output_segment_204.mp3; speech_output_segment_205.mp3,speech_2759.txt; speech_2761.txt,"/ 그럼에도 블로그하고 가끔 나옵니다. / 3, 5, 3, 8번","- 분류: 안됨
- 제품: 
- 회사:"
2764.6,2770.9,6.3,speech,speech_output_segment_207.mp3; speech_output_segment_208.mp3; speech_output_segment_206.mp3,speech_2767.txt; speech_2764.txt; speech_2769.txt,"/ 또 권미선 씨 신현주 씨 / 자, 토니 브랙스톤입니다. / Breathe again.","- 분류: 안됨
- 제품:
- 회사:"
2770.9,3038.3,267.4,music,music_output_segment_209.mp3,music_2770.txt,"/ 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아
  아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아 아's
  About the apple of my eye
  And I can't stop doing love
  Without the center of my life
  And I can't get you out of my head
  And I know I can't reach it
  But I won't lie if you decide
  You won't see me again
  If I never feel you in my arms again
  If I never feel your tender kiss again
  If I never feel I love you now and then
  Will I never make love to you once again?
  Please, I'll give you love today
  If love is
  Then I promise you, I promise you better
  Then I shall never breathe again
  Breathe again
  Then I shall never breathe again
  And I can't stop thinking about
  About the way my life would be
  No, I can't stop thinking about
  How could you love me beneath
  And I can't get you out of my mind
  God knows how hard I try
  And if you walk right out my life
  God knows I should've died
  And I can't stop doing love
  Without the center of my life
  No, I can't stop doing love
  Without the center of my life
  And I can't get you out of my mind
  God knows I should've died
  And I would die if you decide
  You won't see me again
  If I never feel you in my arms again
  If I never feel you
  If I never feel your tender kiss again
  No, no, no, no
  If I never feel I love you now and then
  I would say
  Would I never make love to
  Never make love again
  Please, please, please
  I don't say
  If you love
  If it's your never in love
  Then I promise you, I promise you better
  Then I shall never breathe again
  Breathe again
  No, no, no
  Then I shall never breathe again
  Then I shall never breathe again
  Breathe again
  No, no, no
  Then I shall never breathe again","- 분류: 아님
- 제품:
- 회사:"
3038.3,3066.1,27.8,speech,speech_output_segment_210.mp3,speech_3038.txt,"/ 건너오세요 당신의 퇴직연금이 원하던 글로벌한 세계로
  내 연금 상품 그대로 중두해지 없이도 실물의 전은 지금이다
  수익률이 중요한 퇴직연금은 글로벌 투자하는 연금 미래의 섹증권으로
  원금 손실 유의 투자전 상품 설명섬인 약관필독
  IS 동사는 봅니다
  실모 없던 땅에서 친환경 건설의 네일을 세우고","- 분류: 광고
- 제품: 퇴직연금
- 회사: IS 동사"
3066.1,3098.9,32.8,speech,speech_output_segment_211.mp3,speech_3066.txt,"/ 폐기물에서 전기차의 새로운 미래를 만들고
  아이들에게 희망의 세상을 열어주는
  USC 경영으로 더 큰 네일을 봅니다.
  IS 동서
  여행의 처음부터 끝까지
  하나하나 취향대로
  하나하나 새롭게
  하나하나 내 맘대로
  어떤 여행을 좋아하든
  어떤 세상을 꿈꾸든
  하나만 기억해요
  여행의 즐거움
  하나투어
  하나투어 공식 인증 예약센터와
  하나투어 앱에서 만나요.","- 분류: 광고
- 제품: 하나투어
- 회사: 하나투어"
3098.9,3103.9,5.0,speech,speech_output_segment_212.mp3,speech_3098.txt,/ 들리세요? 소파에 대한 다우닝의 열정이,"- 분류: 안됨
- 제품: 
- 회사:"
3103.9,3112.4,8.5,music,music_output_segment_213.mp3,music_3103.txt,/ 는 저에게 아주 큰 힘이 됩니다.,"- 분류: 안됨
- 제품:
- 회사:"
3112.4,3118.1,5.7,speech,speech_output_segment_214.mp3,speech_3112.txt,"/ 45년 경험과 노하우로 헤리테즈를 지켜나갑니다.
  가죽 소파의 기준","- 분류: 광고
- 제품: 가죽 소파
- 회사: 헤리테즈"
3118.1,3141.3,23.2,speech,speech_output_segment_215.mp3,speech_3118.txt,/ 파우닝.,"- 분류: 안됨
- 제품:
- 회사:"
3141.3,3151.0,9.7,music,music_output_segment_216.mp3,music_3141.txt,"/ 싱크볼!
  색조 싱크볼!
  색조 싱크볼!
  싱크대로 바꾸는 싱크볼!
  색조 싱크볼!","- 분류: 광고
- 제품: 색조 싱크볼
- 회사: 없음"
3151.0,3157.5,6.5,speech,speech_output_segment_217.mp3,speech_3150.txt,/ 오래된 싱크대 이제 싱크불만 바꿔보세요 60년 주방 전문 백주 싱크,"- 분류: 광고
- 제품: 싱크불만
- 회사: 백주"
3157.5,3158.6,1.1,music,music_output_segment_218.mp3,music_3157.txt,/,"- 분류: 안됨
- 제품:
- 회사:"
3158.6,3179.1,20.4,speech,speech_output_segment_219.mp3,speech_3158.txt,"/ 팀장님 연금도 투자하세요?
  알아서 크는 연금은 없으니까 투자해야죠
  아 투자의 차이가 연금의 차이?
  이제 연금도 투자다
  N2 퇴직연금
  역시 고용노동부가 선정한
  2024년 퇴직연금 우수사업자
  NH 투자진권
  원금 손실 유의 가입전 상품 설명서 및 야권필독","- 분류: 광고
- 제품: N2 퇴직연금
- 회사: NH 투자진권"
3179.1,3188.2,9.2,speech; music,speech_output_segment_221.mp3; music_output_segment_220.mp3,speech_3185.txt; music_3179.txt,"/  / 배터리 수익마크 캠프입니다.
  자, 일리브크 곡은","- 분류: 안됨
- 제품:
- 회사:"
3188.2,3194.1,5.8,speech,speech_output_segment_222.mp3,speech_3188.txt,"/ 장의진씨가 총해 주신 위켄드입니다.
  블라인딩 라이트","- 분류: 안됨
- 제품: 
- 회사:"
3194.1,3366.9,172.9,music,music_output_segment_223.mp3,music_3194.txt,"/ 3부에 다시 만납니다
  3부에 다시 만납니다
  4부에 다시 만납니다
  4부에 다시 만납니다
  4부에 다시 만납니다
  4부에 다시 만납니다
  4부에 다시 만납니다","- 분류: 안됨
- 제품:
- 회사:"
3366.9,3371.0,4.1,speech,speech_output_segment_224.mp3,speech_3366.txt,/ 꿈꾸는 당신이 아름답습니다.,"- 분류: 아님
- 제품: 
- 회사:"
3371.0,3411.9,40.9,speech,speech_output_segment_225.mp3,speech_3371.txt,"/ 티르키에는 아스크다 아크맥이라는 전통이 있답니다.
  우리말로 해석하면 걸어놓은 빵이란 뜻인데요.
  동네빵집에서 빵을 한 덩어리 살 때 돈은 2개 값을 냅니다.
  그러면 주인은 빵을 하나 쌓아주고 또 하나는 벽에 걸어두죠.
  그리고 누군가 돈이 없어서 먹을 것을 구할 수 없을 때
  동네빵집에 가서 걸어놓은 빵이 있냐고 묻고
  주인은 궁줄인 이웃에게 그 빵을 내줍니다.
  연말 이웃 돕기처럼 거창한 것도 좋지만
  일단 내가 오래 안에 밥 한 끼 사야 할 사람은 누굴까.
  얼른 연락해 보죠.","- 분류: 아님
- 제품:
- 회사:"
3411.9,3414.6,2.7,music,music_output_segment_226.mp3,music_3411.txt,/,"- 분류: 안됨
- 제품:
- 회사:"
3414.6,3419.7,5.1,speech,speech_output_segment_227.mp3,speech_3414.txt,"/ MBC 캠페인 꾸메시도 AIP-TV, SK 브로드밴드와 함께합니다.","- 분류: 광고
- 제품: AIP-TV
- 회사: SK 브로드밴드"
3419.7,3430.7,11.0,speech; music,speech_output_segment_229.mp3; music_output_segment_228.mp3,speech_3427.txt; music_3419.txt,/  / 지금 시각은 6시 57분입니다.,"- 분류: 아님
- 제품: 
- 회사:"
3430.7,3433.6,2.9,music,music_output_segment_230.mp3,music_3430.txt,/ 스마티라리요미니,"- 분류: 안됨
- 제품: 스마티라리요미니
- 회사: 없음"
3433.6,3444.9,11.3,speech,speech_output_segment_231.mp3,speech_3433.txt,"/ 현대해상 모델 이정재입니다.
  아이와 함께라면 자동차 보험도 현대해상, 현대해상 하이카를 추천합니다.
  가입시 유의상을 확인하세요.","- 분류: 광고
- 제품: 현대해상 하이카
- 회사: 현대해상"
3444.9,3484.8,39.9,music,music_output_segment_232.mp3,music_3444.txt,"/ 사클이 모든 것, 에드피아몰
  반총물, 구찌 모든 것, 에드피아몰
  시사춘양 모든 것, 에드피아몰
  에드피아몰, 에드피아몰
  다양한 기프트 반총물도, 에드피아몰
  라이프 2.0 지식을 더해 스펙어
  라이프 2.0 두 번째 인생의 전환점
  라이프 2.0 성인 학습적 평생 대학
  2주기 대학의 평생 교육 체제 라이프 2.0
  28개 4년제 대학에서 일반 학사 학위를 취득할 수 있습니다","- 분류: 광고
- 제품: 에드피아몰
- 회사: 에드피아"
3484.8,3504.2,19.4,speech,speech_output_segment_233.mp3,speech_3484.txt,"/ 보관관리자님,
  집원 건강관리 어떻게 하고 계세요?
  다운로드 한 번으로 순쉬운 건강 데이터 관리부터
  포인트 시스템을 통한 간편한 인센티브까지
  한 번에 다 해주는 헬피로 관리하죠
  에파나로 그게 다 된다고요?
  그럼요!
  이제 건강 캠페인은 헬피와 함께하세요","- 분류: 광고
- 제품: 헬피
- 회사: 에파나"
3504.2,3536.6,32.4,music,music_output_segment_234.mp3,music_3504.txt,"/ 헬피
  요즘 인쇄 어디 와우트레스
  스피커 잔단재명한 다이소
  하룻반만의 특가칙자가
  특다 보컬리 피칙자를 빠르게 받아보자
  어디에서 와우에서
  요즘 닥치 어디 요즘 홍보 어디 요즘 인쇄 어디
  인쇄는 와우프레스
  우후
  레이 노 레이 노
  Something 레이 노 레이 노 레이 노
  레이 노 Something 레이 노
  차를 가는 사람들의 Something 레이 노 레이 노","- 분류: 안됨
- 제품: 
- 회사: 와우프레스"
3536.6,3544.6,8.0,music; speech,music_output_segment_236.mp3; speech_output_segment_235.mp3,speech_3536.txt; music_3540.txt,/ 레이노 선팅하면 파손율이 무료 교체 레이노만의 선팅 / 택관,"- 분류: 광고
- 제품: 레이노 선팅
- 회사: 레이노"
